ID,Genre,Premise,Hypothesis,Label
NEW_059,News,"Đảo Hải tặc ngoài đời thực chỉ cách bờ biển Việt Nam 15km, thuộc địa phận tỉnh Kiên Giang.",Đảo Hải Tặc ngoài đời thực nằm trong phần đất liền Việt Nam,1
KNO_013,Knowledge,K-pop trở thành một hiện tượng giải trí toàn cầu.,K-pop chỉ là thứ giải trí ở mỗi Hàn Quốc.,1
KNO_024,Knowledge,"Sau vụ ném bom nguyên tử xuống Hiroshima và Nagasaki của Hoa Kỳ, Chính quyền quân phiệt đã đầu hàng vô điều kiện.",Hai quả bom nguyên tử không là nguyên nhân khiến chính phủ quân phiệt đầu hàng mỹ.,1
SOC_264,Social,"Đồ án đạt yêu cầu thôi chưa đủ, giảng viên muốn đồ án phải sáng tạo, độc đáo.",Giảng viên muốn mọi đồ án giống như nhau.,1
NEW_133,News,Máy bay hai tầng Junkers J.I của Đức là chiếc máy bay đầu tiên sử dụng hợp kim duralumin.,Junker J.I là loại máy bay 1 tầng.,1
NEW_144,News,"Màu xanh Phổ của châu Âu là màu sắc đặc biệt tạo màu cho cơn sóng trong bức tranh ""Sóng lừng ngoài khơi Kanagawa"" của Nhật Bản.","Cơn sóng trong bức tranh ""Sóng lừng ngoài khơi Kanagawa"" có màu đỏ.",1
KNO_099,Knowledge,Nhà hàng nổi tiếng nhất ở Pháp là Rocher de Cancale.,Rocher de Cancale là nhà hàng được ít người biết đến nhất ở Pháp.,1
SOC_205,Social,Nguyên tố Photpho được tìm thấy khi các nhà giả kim đun sôi nước tiểu và phát hiện chất màu trắng phát sáng trong bóng tối.,Chất màu trắng phát sáng trong bóng tối đó không có chứa Photpho.,1
SOC_248,Social,"Thật sự vinh dự khi Khoai được nhận giải thưởng ""Nhân vật sáng tạo và truyền cảm hứng du lịch - văn hoá 2025"".",Khoai chưa nhận được giải thưởng nào,1
KNO_104,Knowledge,"Siêu thị là cửa hàng tự phục vụ, cung cấp nhiều loại thực phẩm, đồ uống và sản phẩm gia dụng.",Không có thức ăn ở trong siêu thị.,1
KNO_120,Knowledge,Rạp chiếu phim là một toà nhà có khán phòng để phục vụ mục đích xem phim giải trí.,Không thể xem phim ở rạp chiếu phim.,1
SOC_262,Social,"Nhân viên giữ xe của trường thái độ rất láo, chửi thẳng mặt sinh viên không nể nang gì cả.",Bãi xe của trường không có nhân viên giữ xe,1
SOC_179,Social,"Tụi bay đừng có ngồi dán mắt vô màn hình nữa, ra ngoài mà chạm cỏ đi.",Tụi bay lúc nào cũng ra ngoài,1
KNO_043,Knowledge,"Bằng chứng khảo cổ học cho thấy rằng người nguyên thủy đã cư trú tại Trung Quốc từ 250.000 đến 2,24 triệu năm trước.","Từ 250.000 đến 2,24 triệu năm trước, tại Trung Quốc chưa có người nguyên thủy.",1
SOC_185,Social,"Giọng của chú Vân Sơn làm giảm độ đê tiện của anh Châu Tinh Trì, chứ bản gốc Hồng Kông thì đê tiện rặt lun.",Châu Trinh Trì là người Việt Nam.,1
SOC_031,Social,Tắm suối nước nóng Hakone mang lại cảm giác thư giãn sâu nhờ làn nước ấm và khung cảnh núi non xung quanh.,Suối nước nóng Hakone giúp người tắm cảm thấy khó chịu và căng thẳng.,1
KNO_092,Knowledge,Đầu bếp chuyên nghiệp ở Trung Đông chủ yếu là nam giới.,"Ở Trung Đông, số lượng đầu bếp chuyên nghiệp nữ nhiều hơn đầu bếp chuyên nghiệp nam.",1
SOC_268,Social,Đã từng có một mối tình chân thành phô bày trước mặt tôi nhưng mà tôi không biết tôn trọng.,Mối tình chân thành luôn được phô bày trước mắt tôi.,1
NEW_179,News,"Tuyến tàu Stoosbahn dốc nhất thế giới của Thuỵ Sĩ, đạt độ nghiêng lên tới 47,7 độ, dẫn vào ngôi làng không ô tô trên núi.",Thuỵ Sĩ có tuyến tàu nghiêng dưới 45 độ.,1
KNO_066,Knowledge,Hương vị của thịt được gia tăng bằng cách nấu trong mỡ động vật dù cách làm này chỉ có ở những nhà giàu.,"Ở những nhà nghèo, thịt được nấu trong mỡ động vật.",1
NEW_099,News,"Quân giải phóng tiến vào Dinh Độc Lập, thống nhất hai miền Nam - Bắc, kết thúc Chiến tranh Việt Nam.",Chiến tranh Việt Nam chưa chấm dứt với việc Việt Nam được thống nhất hai miền Nam - Bắc.,1
KNO_155,Knowledge,Mùa hoa anh đào thường là vào tháng 3 hay là tháng 4 dương lịch.,Hoa anh đào thường nở vào tháng 5 dương lịch.,1
NEW_072,News,"Khinh khí cầu Hindenburg nổ tung trên bầu trời nước Mỹ, đánh dấu sự kết thúc của thời đại khinh khí cầu.",Thời đại khinh khí cầu vẫn tiếp diễn sau thảm hoạ khinh khí cầu Hindenburg.,1
NEW_011,News,Bộ phim Oppenheimer của đạo diễn Christopher Nolan thắng giải Oscar cho phim xuất sắc nhất năm 2024.,Giải Oscar cho phim xuất sắc nhất năm 2024 không thuộc về bộ phim Oppenheimer.,1
KNO_130,Knowledge,Gà rán là một món ăn xuất xứ từ miền Nam Hoa Kỳ.,Gà rán không có nguồn gốc từ Mỹ.,1
KNO_152,Knowledge,"Mai vàng là cây lâu năm, có thể sống trên một trăm năm.",Cây Mai chỉ có thể sống chục tuổi.,1
NEW_157,News,"Đế chế Inca phát triển hùng mạnh nhất Nam Mỹ, phương Tây vượt trội so với phần còn lại của thế giới nhờ vào củ khoai tây.",Khoai tây không là yếu tố giúp phương Tây phát triển vượt bậc trên thế giới.,1
KNO_025,Knowledge,"Trước khi Nihon trở thành tên gọi chính thức, Nhật Bản được gọi là Wa hoặc Wakoku.",Wakoku là tên gọi mới của Nhật Bản.,1
NEW_031,News,"Đèo Rù Rì, con đèo tử thần ở Nha Trang, được đồn đoán là nơi chôn 14 lọ sành huyền bí.",Rù Rì là tên một bãi biển thơ mộng và bằng phẳng.,1
NEW_020,News,"Ngân Hà, thiên hà chứa Trái Đất và hệ Mặt Trời, sẽ va chạm với thiên hà láng giềng Andromeda trong 5 tỷ năm tới.",Andromeda là thiên hà xa Ngân Hà nhất.,1
KNO_004,Knowledge,Rò rỉ dữ liệu cũng có thể xuất phát từ các cuộc tấn công bằng các phương pháp phi kỹ thuật.,Các phương pháp phi kỹ thuật không bao giờ là nguyên nhân gây rò rỉ dữ liệu.,1
KNO_169,Knowledge,Nguyên liệu đường trong mứt luôn có mặt và cần đạt gần nồng độ khoảng 55 - 60%.,Quy trình chế biến mứt loại bỏ hoàn toàn đường.,1
KNO_049,Knowledge,"Triều đại Hán cai trị Trung Quốc từ 206 TCN đến 220 CN, thiết lập một bản sắc văn hóa Hán bền vững trong dân cư và tồn tại cho đến nay.",Triều đại Hán là một chính quyền ngắn ngủi chỉ tồn tại được vài tháng rồi sụp đổ.,1
KNO_021,Knowledge,Khoảng 3/4 địa hình của Nhật Bản là đồi núi.,"Nhật Bản có địa hình hoàn toàn bằng phẳng, chủ yếu là các đồng bằng phù sa.",1
SOC_181,Social,"Trên Mặt Trăng không có chú Cuội với Thỏ Ngọc gì đâu, chỉ có dấu giày của Neil Armstrong thôi.",Neil Armstrong chưa từng đặt chân lên Mặt Trăng.,1
NEW_030,News,Soái hạm của Hạm đội 7 Hoa Kỳ cập Cảng Quốc tế Cam Ranh.,Hải quân Hoa Kỳ không đến thăm Cảng Quốc tế Cam Ranh.,1
NEW_066,News,Virus H1N1 giết chết hơn 50 triệu sinh mạng trong đại dịch cúm Tây Ban Nha 1918 - 1919.,Tác nhân gây ra Đại dịch cúm Tây Ban Nha không phài là virus H1N1.,1
NEW_035,News,Vụ nổ kinh thiên động địa ở Tunguska nước Nga cách đây 117 năm vẫn làm đau đầu các học giả.,Vụ nổ Tunguska kinh thiên động địa xảy ra vào năm 1808.,1
SOC_246,Social,"Vậy là anh Khoai đã lập một kỷ lục mới cho bản thân mình rồi, 9 ngày với 5 video du lịch.",Anh Khoai không đăng video du lịch nào,1
KNO_128,Knowledge,Nhà di động là chỗ ở kết hợp với một động cơ xe.,Nhà di động là một chiếc xe không có chỗ ở.,1
KNO_005,Knowledge,Internet là một hệ thống thông tin toàn cầu có thể được truy nhập công cộng.,Internet là hệ thống mạng nội bộ khép kín chỉ dành riêng cho quân đội sử dụng.,1
SOC_240,Social,Thức khuya triền miên là kẻ thù của thận.,Thức khuya liên tục là cách tốt nhất để thận khỏe mạnh.,1
KNO_060,Knowledge,"Rượu của người Trung Hoa phần lớn nấu bằng ngũ cốc, thông dụng nhất là rượu gạo mà họ gọi là hoàng tửu (rượu vàng) hay mễ tửu.",Hoàng tửu và mễ tửu là tên gọi của hai loại nước ép trái cây dành cho trẻ em.,1
KNO_035,Knowledge,"Với hơn 5.000 năm, nền văn minh Trung Hoa phát triển mạnh, đặc trưng bởi hệ thống tư tưởng - triết học có ảnh hưởng lớn với các quốc gia láng giềng.",Các quốc gia láng giềng của Trung Quốc hoàn toàn miễn nhiễm với mọi tư tưởng văn hóaTrung Quốc.,1
NEW_042,News,Người ta khai quật các thi thể bị ướp lạnh dưới băng tuyết của những thuỷ thủ xấu số của đoàn thám hiểm Franklin.,Các thủy thủ của đoàn thám hiểm Franklin hiện đang tận hưởng kỳ nghỉ mát tại vùng nhiệt đới.,1
SOC_044,Social,"Nhạc của DECO*27 kiểu nghe phát là biết liền, từ “Mozaik Role” tới “Ai Kotoba” lúc nào cũng đậm mùi tình cảm mùi mẫn.",DECO*27 được biết đến là nhạc sĩ chuyên sáng tác nhạc Vocaloid chủ đề tình bạn.,1
KNO_176,Knowledge,Bento là một bữa ăn mang đi được mua hoặc có thể chuẩn bị sẵn tại nhà.,Bento là một bữa ăn tại chỗ.,1
KNO_108,Knowledge,Một trong những đặc điểm quan trọng nhất của siêu thị là thực phẩm giá rẻ.,Các siêu thị chỉ chuyên bày bán những mặt hàng xa xỉ phẩm với mức giá trên trời,1
NEW_169,News,Người dân Đan Mạch có tục lệ đập chén dĩa cũ để tiễn biệt năm cũ và chào đón năm mới.,Đập chén dĩa không phải là một phong tục truyền thống vào dịp năm mới ở Đan Mạch.,1
NEW_114,News,"Bốn chiếc máy bay tấn công vào Trung tâm Thương mại Thế giới, Lầu Năm Góc, khiến nước Mỹ và cả thế giới rung chuyển.",Trung tâm Thương mại Thế giới và Lầu Năm Góc không phải là mục tiêu của bốn chiếc máy bay.,1
KNO_016,Knowledge,Đội tuyển bóng đá Hàn Quốc thường xuyên giành quyền tham dự các kỳ World Cup.,Đội tuyển Hàn Quốc chỉ mới một lần dự World Cup,1
KNO_164,Knowledge,Tất niên là một phong tục tiệc cỗ để ghi dấu việc kết thúc một năm và chuẩn bị bước sang năm mới.,Tất niên là tiệc diễn ra vào ngày đầu tiên trong năm,1
NEW_080,News,"Đức và Liên Xô giằng co ác liệt tại thành phố Stalingrad, với Đức hiện đang mất lợi thế.",Stalingrad là mặt trận người Đức nắm quyền chủ động,1
NEW_016,News,Nữ nghị sĩ gốc Maori nhảy điệu haka truyền thống giữa quốc hội New Zealand.,Điệu haka là nét văn hoá truyền thống của người Úc,1
NEW_140,News,"Hội chứng không dung nạp lactose, hội chứng khiến người ta khó hấp thụ sữa, và người châu Á mắc hội chứng này nhiều nhất.",Thành phần chính có trong sữa là chất đạm,1
NEW_094,News,Tết Mậu Thân năm 1968 và Mùa hè đỏ lửa năm 1972 trở thành hai sự kiện đẫm máu nhất Chiến tranh Việt Nam.,Nhiều người chết nhất trong Chiến tranh Việt Nam vào năm 1969,1
KNO_151,Knowledge,Mai vàng là loài thực vật có hoa.,Cây Mai không thể nở hoa,1
KNO_160,Knowledge,Mâm ngũ quả là một mâm trái cây có năm thứ trái cây khác nhau.,Có ba loại trái cây bày biện trên mâm ngũ quả,1
NEW_106,News,"Sân vận động Azteca, thánh địa bóng đá nơi chứng kiến màn đăng quang World Cup của hai huyền thoại Pele và Maradona.",Pele và Maradona đều chưa giành được chức vô địch World Cup,1
NEW_177,News,"Đến 4 giờ chiều hằng ngày, cả Vương quốc Anh dừng lại mọi công việc để thưởng thức những cốc trà ấm và bánh ngọt.",Người Anh luôn dùng trà và bánh vào lúc 4 giờ sáng hằng ngày,1
SOC_060,Social,"Bò Hida Wagyu đúng kiểu càng nhai càng ra vị, không phải chỉ toàn mỡ.",Bò Hida Wagyu có vị nhạt nhẽo,1
KNO_056,Knowledge,"Vào giữa thế kỷ 20, vịt quay Bắc Kinh đã trở thành biểu tượng quốc gia của Trung Quốc.",Gấu trúc là hình ảnh tượng trưng của Trung Quốc,1
SOC_278,Social,"Quán rộng rãi thoáng mát lắm ạ, nhà vệ sinh sạch sẽ, nước ngon, nhân viên take care tốt ạ, quán ruột của mình mỗi khi chạy deadline.",Mình thích đến đây để thư giãn,1
SOC_197,Social,"Đi qua Bình Thuận đúng lâu thiệt, vì tỉnh nó dài. Từ Hàm Tân giáp Đồng Nai lên Vĩnh Hảo giáp Ninh Thuận mất hơn hai tiếng.",Bình Thuận không tiếp giáp với Đồng Nai và Ninh Thuận,1
KNO_064,Knowledge,"Quý tộc quan lại Trung Quốc thời cổ thường đi săn các loài thú khác nhau và tiêu thụ thịt cừu, thịt lợn và chó khi những con vật này được thuần hóa.",Người Trung Quốc ghét ăn thịt chó,1
NEW_154,News,"Kim tự tháp Kukulkan, biểu tượng của nền văn minh Maya và bí ẩn khó lý giải về tiếng chim phát ra khi vỗ vào chân kim tự tháp này.","Khi vỗ vào chân kim tự tháp Kukulkan, người ta không nghe thấy tiếng gì cả.",1
KNO_084,Knowledge,Vịnh Hạ Long là nơi thường xuyên đón tiếp các tàu du lịch quốc tế chọn làm điểm dừng tham quan.,Vịnh Hạ Long không thu hút du khách từ ngoài nước đến du lịch.,1
KNO_107,Knowledge,A&P là chuỗi cửa hàng tạp hóa đầu tiên tại Canada và Hoa Kỳ.,A&P chỉ có một cửa hàng tại Cannada và Hoa Kỳ,1
SOC_049,Social,"Hachi hồi còn làm Vocaloid đã có màu nhạc rất riêng, nghe là biết ngay không lẫn đi đâu được.",Phong cách âm nhạc của Hachi dễ bị lẫn lộn với nhạc của các nghệ sĩ khác,1
KNO_078,Knowledge,Giáo dục trung học cơ sở kéo dài bốn năm học từ lớp sáu đến lớp chín.,Không có tồn tại lớp bảy,1
KNO_048,Knowledge,"Theo truyền thuyết, các vua đầu tiên của Trung Quốc là ở thời kỳ Tam Hoàng Ngũ Đế, cách đây khoảng 5.000 - 4.200 năm.",Trung Quốc không có vua,1
NEW_097,News,"Ngày 20/7/1973, ngôi sao truyền hình, võ sư lừng danh người Hồng Kông Lý Tiểu Long đột ngột qua đời ở tuổi 32.",Lý Tiểu Long sinh năm 1925,1
SOC_230,Social,Mình stress bỏ ăn 3 ngày nghỉ làm 3 ngày luôn xem clip của khoai mà có sức sống hơn rồi.,Clip của Khoai càng làm tui có suy nghĩ tiêu cực,1
SOC_030,Social,"Văn Hoá Nhật Bản là văn hoá dễ nhận biết nhất trên toàn thế giới, và Bộ Văn Hoá và Truyền Thông Nhật Bản muốn giữ vững điều đó.",Thế giới còn xa lạ với văn hoá Nhật Bản,1
KNO_146,Knowledge,Obon là một lễ hội Phật giáo ở Nhật Bản với mục đích tưởng nhớ cha mẹ và tổ tiên.,Lễ Obon là dịp để cầu nguyện các sĩ tử thi đậu Đại học,1
KNO_114,Knowledge,"Hứa Quang Hán là một diễn viên, người mẫu, ca sĩ người Đài Loan.",Hứa Quang Hán là bác sĩ thiên tài,1
SOC_016,Social,Một người hủy kết bạn sau một cuộc tranh luận trên mạng xã hội.,Mối quan hệ trở nên khăng khít hơn nhờ cuộc tranh luận đó,1
NEW_104,News,"Vụ rò rỉ khí độc từ nhà máy của Union Carbide ở Bhopal, Ấn Độ giết chết hơn 3700 người dân.",Nơi xảy ra vụ rò rỉ khí độc là khu nhà dân,1
NEW_046,News,"Năm 2023, nhạc sĩ lừng danh đoạt giải Oscar người Nhật Sakamoto Ryuichi qua đời ở tuổi 71.",Sakamoto Ryuichi sinh năm 1981,1
KNO_018,Knowledge,"Hokkaido, Honshu, Shikoku, Kyushu, và Okinawa là tên các hòn đảo chính ở Nhật Bản.",Nhật Bản có tới 104 đảo chính,1
SOC_219,Social,Đường kiến tạo của Messi trong trận gặp Hà Lan nó hay ở chỗ là Messi không cần nhìn Molina mà vẫn chuyền lọt khe hai hậu vệ đến chân ổng.,Molina kiến tạo cho Messi ghi bàn,1
KNO_059,Knowledge,"Mì Trung Quốc khô hoặc tươi với nhiều kích cỡ, hình dạng và kết cấu khác nhau và thường dùng kèm súp hoặc đồ ăn kèm.",Mì Trung Quốc tất cả đều một màu và dai ,1
NEW_018,News,Thái Lan đặt hạn chót ngừng bắn và kêu Campuchia phải tuân thủ.,Campuchia yêu cầu Thái Lan tuân thủ hạn ngừng bắn,1
SOC_233,Social,Có chồng như anh này sướng luôn hé.,Có người chồng như anh này thì đúng là mạt vận,1
KNO_141,Knowledge,Ngày Thiếu Nhi là một ngày để tôn trọng nhân cách của trẻ em và để chào mừng hạnh phúc của chúng.,Trẻ em là nhân vật phụ của ngày thiếu nhi,1
NEW_008,News,Thành phố Nha Trang ngập chìm trong biển nước trong đợt lũ lụt miền Trung kinh hoàng năm 2025.,Nha Trang là thành phố miền Tây Nam Bộ,1
KNO_026,Knowledge,"Hai chữ Nhật Bản (日本) có nghĩa là ""cội nguồn của mặt trời"", đây cũng chính là nguồn gốc cho biệt danh ""Đất nước mặt trời mọc"" ở các quốc gia phương Tây.",Nhật Bản gọi các nước phương Tây là đất nước Mặt Trời mọc,1
NEW_052,News,Tướng Trần Văn Trà kể về việc tìm thấy bức thư gửi những người đang sống của ba liệt sĩ thời Chiến tranh Việt Nam.,Người viết bức thư gửi những người đang sống còn sống ở đâu đó,1
KNO_054,Knowledge,Động vật hoang dã tại Trung Quốc chia sẻ môi trường sống và chịu áp lực gay gắt từ lượng dân cư đông nhất thế giới.,Trung Quốc có dân cư thưa thớt,1
NEW_160,News,Vụ ám sát cầu thủ bóng đá Andres Escobar giật sập nền bóng đá Colombia và 20 năm để tái thiết lại từ bi kịch quốc gia.,Nền bóng đá Colombia phát triển nhờ cái chết của Andres Escobar,1
SOC_229,Social,"Nếu xét về món canh quốc dân, thì theo tui, Hàn Quốc có canh tương đậu, Nhật Bản có canh miso, còn Việt Nam có canh chua.",Canh cải bẹ xanh là món canh quốc dân của Việt Nam,1
SOC_047,Social,"ryo đúng kiểu đặt nền móng cho Vocaloid, không có “Melt” chắc scene ngày xưa đã khác hẳn.",ryo có ảnh hưởng lớn đến sự phát triển hiện tại của Vocaloid.,1
SOC_008,Social,Nhiều bạn trẻ than chán vì thời tiết mưa kéo dài cả ngày.,Nhiều người cảm thấy dễ chịu khi mưa kéo dài,1
KNO_167,Knowledge,Chính quyền Việt Nam Cộng Hòa coi lô tô là một hình thức cờ bạc song không cấm cản.,Lô tô bị Chính quyền Việt Nam Cộng hoà cấm ,1
NEW_077,News,"Người đàn ông Pháp bật khóc khi thấy đoàn quân Đức Quốc xã diễu hành tại Paris, cuối tháng 6 năm 1940.",Đức Quốc xã chưa một lần vào nước Pháp,1
KNO_110,Knowledge,Siêu thị là từ được dịch ra từ các thuật ngữ nước ngoài.,Siêu thị là từ không có nguồn gốc từ nước ngoài,1
KNO_068,Knowledge,Trái cây theo mùa được dùng như một hình thức tráng miệng phổ biến nhất sau bữa ăn tối.,Nhiều người ăn trái cây trước khi ăn tối,1
NEW_131,News,"Vào thập niên 1920-1930, ánh đèn neon trở thành biểu tượng cho sự hoa lệ của các thành phố New York, Las Vegas, Los Angeles.",New York là vùng nông thôn,1
NEW_086,News,"Thịt hộp SPAM cứu đói người dân Hàn Quốc trong chiến tranh, trở thành quà biếu ngày Tết của người Hàn.",Người Hàn kiêng kỵ tặng SPAM trong ngày Tết,1
NEW_081,News,"Chính quyền phát xít của Benito Mussolini bị sụp đổ, tên trùm phát xít bị truy nã trên toàn nước Ý.",Adolf Hitler cầm đầu Phát xít Ý,1
NEW_134,News,"Thung lũng Silicon, nơi ra đời của những công ty công nghệ hàng đầu nước Mỹ, như Apple, Facebook, Amazon, Microsoft, eBay,...","Cá(c công ty công nghệ lớn của Mỹ như Apple, Facebook, Amazon,... đều không có trụ sở tại thung lũng Silicon.",1
